Propertyid,Property Address,Type,Purpose,Area (in Sq. Yd.),Bedroom,Bathroom,Price
42466836,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,For Sale,1000,6,6,195000000
45152268,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,For Sale,1000,6,6,205000000
45154963,"Sharifabad, Liaquatabad, Karachi, Sindh",Upper Portion,For Sale,140,2,2,8500000
44413149,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar, Karachi, Sindh",Lower Portion,For Sale,240,3,3,25000000
44917633,"Bahria Town - Precinct 35, Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",House,For Sale,350,4,5,21200000
45152085,"North Nazimabad - Block H, North Nazimabad, Karachi, Sindh",Flat,For Sale,167,3,3,18000000
45152093,"Naya Nazimabad - Block C, Naya Nazimabad, Karachi, Sindh",House,For Sale,240,6,6,46000000
45152079,"North Nazimabad - Block N, North Nazimabad, Karachi, Sindh",House,For Sale,600,6,6,65000000
45152083,"North Nazimabad - Block I, North Nazimabad, Karachi, Sindh",House,For Sale,600,7,4,90000000
45152074,"North Nazimabad - Block L, North Nazimabad, Karachi, Sindh",Flat,For Sale,106,2,2,8000000
45152082,"North Nazimabad - Block H, North Nazimabad, Karachi, Sindh",House,For Sale,233,7,8,57500000
45152071,"North Nazimabad - Block M, North Nazimabad, Karachi, Sindh",Flat,For Sale,161,3,3,14000000
45152073,"North Nazimabad - Block L, North Nazimabad, Karachi, Sindh",Flat,For Sale,150,3,3,10200000
45152077,"North Nazimabad - Block L, North Nazimabad, Karachi, Sindh",House,For Sale,200,7,6,50000000
45152081,"North Nazimabad - Block D, North Nazimabad, Karachi, Sindh",House,For Sale,200,6,6,40000000
43675967,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,For Sale,500,6,6,110000000
45152801,"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi, Sindh",House,For Sale,235,3,3,17000000
45152806,"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi, Sindh",House,For Sale,235,3,3,15600000
40601944,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",House,For Sale,375,5,5,62000000
41780553,"Rufi Greenland, Scheme 33, Karachi, Sindh",House,For Sale,200,6,8,30000000
44766140,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar, Karachi, Sindh",Flat,For Sale,72,2,2,7000000
45152668,"North Nazimabad - Block B, North Nazimabad, Karachi, Sindh",Flat,For Sale,222,3,4,17200000
45152070,"Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi, Sindh",House,For Sale,240,3,3,35000000
43675337,"Sehar Commercial Area, DHA Phase 7, DHA Defence, Karachi, Sindh",Flat,For Sale,122,3,3,16000000
45152671,"DHA Phase 4, DHA Defence, Karachi, Sindh",House,For Sale,500,5,5,135000000
45041985,"Bagh-e-Malir, Shah Faisal Town, Karachi, Sindh",House,For Sale,80,4,4,14000000
45152076,"North Nazimabad - Block J, North Nazimabad, Karachi, Sindh",House,For Sale,200,6,6,50000000
45031579,"Falcon Complex New Malir, Malir, Karachi, Sindh",House,For Sale,500,5,6,117500000
39014099,"Clifton - Block 8, Clifton, Karachi, Sindh",House,For Sale,350,4,5,87500000
44305680,"Al-Hilal Society, Karachi, Sindh",House,For Sale,200,8,6,55000000
45152069,"Shadman Town - Sector-14/B, Shadman, North Nazimabad, Karachi, Sindh",House,For Sale,120,6,6,24000000
44791389,"Creek Vista, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Sale,417,4,5,82500000
45152764,"Bahria Apartments, Bahria Town Karachi, Karachi, Sindh",Flat,For Sale,250,3,3,19500000
45152748,"Bahria Apartments, Bahria Town Karachi, Karachi, Sindh",Flat,For Sale,106,2,2,8500000
45152708,"Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",House,For Sale,350,4,4,21500000
45152732,"Bahria Paradise, Bahria Town Karachi, Karachi, Sindh",House,For Sale,500,5,5,47000000
45152908,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi, Karachi, Sindh",House,For Sale,125,3,3,15000000
45152903,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",House,For Sale,125,3,3,15000000
40848414,"DHA Phase 7, DHA Defence, Karachi, Sindh",House,For Sale,500,5,6,105000000
44276437,"Gulshan-e-Iqbal - Block 10, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",Flat,For Sale,167,3,3,18500000
45155009,"North Nazimabad - Block H, North Nazimabad, Karachi, Sindh",Upper Portion,For Sale,240,3,3,23000000
44456601,"North Karachi, Karachi, Sindh",House,For Sale,100,6,4,11000000
19843520,"Civil Lines, Karachi, Sindh",Flat,For Rent,167,2,2,75000
20039912,"Navy Housing Scheme Karsaz, Karachi, Sindh",Flat,For Rent,467,5,7,225000
25250854,"Tricon Tower, Bath Island, Karachi, Sindh",Flat,For Rent,244,3,4,150000
26021470,"Clifton, Karachi, Sindh",Flat,For Rent,278,4,4,160000
31450255,"Khaliq-uz-Zaman Road, Karachi, Sindh",Flat,For Rent,244,3,3,125000
34074312,"Saima Presidency, Malir Cantonment, Cantt, Karachi, Sindh",Flat,For Rent,178,3,3,62000
35781536,"Clifton, Karachi, Sindh",Flat,For Rent,222,3,4,130000
38509624,"Emaar Pearl Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,407,4,4,300000
38807290,"Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,178,2,3,150000
39867407,"DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,133,3,3,110000
39898377,"Creek Vista, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,411,3,4,225000
40078858,"Lakhani Fantasia, Scheme 33, Karachi, Sindh",Flat,For Rent,50,1,1,18000
41219853,"Navy Housing Scheme Karsaz, Karachi, Sindh",Flat,For Rent,511,5,5,195000
41443902,"Clifton, Karachi, Sindh",Flat,For Rent,222,3,4,150000
42110357,"Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",Flat,For Rent,286,3,3,85000
42140507,"Hill Park, Karachi, Sindh",Flat,For Rent,161,3,-,95000
42302888,"Navy Housing Scheme Karsaz, Karachi, Sindh",Flat,For Rent,400,5,5,225000
42955047,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",Flat,For Rent,300,3,3,85000
43067096,"Emaar Pearl Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,272,3,5,175000
43238309,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",Flat,For Rent,156,3,3,64000
43249334,"Emaar Reef Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,182,2,3,175000
43489686,"Lakhani Fantasia, Scheme 33, Karachi, Sindh",Flat,For Rent,83,2,2,22000
43553870,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",Flat,For Rent,289,3,4,80000
43553872,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",Flat,For Rent,289,3,4,80000
43555155,"Clifton - Block 6, Clifton, Karachi, Sindh",Flat,For Rent,311,3,4,210000
43627905,"Lakhani Fantasia, Scheme 33, Karachi, Sindh",Flat,For Rent,117,2,2,27000
43635305,"Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",Flat,For Rent,106,2,2,25000
43683346,"Emaar Reef Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,272,3,5,190000
43844415,"Creek Vista, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,356,3,4,200000
43864952,"Clifton - Block 8, Clifton, Karachi, Sindh",Flat,For Rent,222,4,4,130000
44064936,"Clifton - Block 8, Clifton, Karachi, Sindh",Flat,For Rent,200,3,3,140000
44138468,"Bath Island, Karachi, Sindh",Flat,For Rent,278,4,4,195000
44146174,"Tariq Road, Karachi, Sindh",Flat,For Rent,139,2,3,90000
44169981,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",Flat,For Rent,306,3,3,80000
44246809,"Badar Commercial Area, DHA Phase 5, DHA Defence, Karachi, Sindh",Flat,For Rent,122,2,3,60000
44250322,"Khalid Bin Walid Road, Karachi, Sindh",Flat,For Rent,200,3,3,110000
44252085,"Khalid Bin Walid Road, Karachi, Sindh",Flat,For Rent,200,3,4,125000
44305129,"Tariq Road, Karachi, Sindh",Flat,For Rent,250,4,5,160000
44322988,"Clifton - Block 2, Clifton, Karachi, Sindh",Flat,For Rent,200,3,3,65000
44325282,"Creek Vista, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,422,3,4,300000
44417555,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar, Karachi, Sindh",Flat,For Rent,267,4,5,72500
44417598,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar, Karachi, Sindh",Flat,For Rent,267,4,5,75000
44429340,"Frere Town, Karachi, Sindh",Flat,For Rent,200,3,4,150000
44431824,"Bath Island, Karachi, Sindh",Flat,For Rent,133,2,2,60000
44470778,"Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,180,2,4,180000
44472845,"Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,292,4,6,341000
44474182,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",Flat,For Rent,300,3,3,88000
44485789,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",Flat,For Rent,300,3,3,85000
44490945,"Emaar Ocean Front, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,243,3,5,190000
44501285,"Emaar Coral Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,214,3,5,350000
44502556,"DHA Phase 6, DHA Defence, Karachi, Sindh",Flat,For Rent,100,2,2,50000
44517526,"DHA Phase 5, DHA Defence, Karachi, Sindh",Flat,For Rent,244,3,3,80000
44548538,"Emaar Coral Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,311,3,4,170000
44548915,"Emaar Pearl Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,243,3,4,170000
44550856,"Clifton - Block 2, Clifton, Karachi, Sindh",Flat,For Rent,272,3,3,150000
44556212,"Tariq Road, Karachi, Sindh",Flat,For Rent,194,3,4,135000
44581029,"Emaar Coral Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,167,2,2,150000
44597374,"Emaar Coral Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,182,2,3,140000
44617947,"DHA Phase 6, DHA Defence, Karachi, Sindh",Flat,For Rent,50,2,2,70000
44619859,"Bath Island, Karachi, Sindh",Flat,For Rent,206,3,3,170000
44629813,"Saima Jinnah Avenue, Malir, Karachi, Sindh",Flat,For Rent,244,3,4,76000
44655636,"Saima Jinnah Avenue, Malir, Karachi, Sindh",Flat,For Rent,244,3,4,76000
44659732,"Civil Lines, Karachi, Sindh",Flat,For Rent,188,3,3,130000
44669368,"Emaar Reef Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,278,3,4,175000
44677696,"Creek Vista, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,356,3,4,180000
44683321,"Bukhari Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",Flat,For Rent,128,3,4,60000
44691707,"Badar Commercial Area, DHA Phase 5, DHA Defence, Karachi, Sindh",Flat,For Rent,113,2,2,48000
44714159,"Badar Commercial Area, DHA Phase 5, DHA Defence, Karachi, Sindh",Flat,For Rent,100,2,2,35000
44727072,"Emaar Reef Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,243,3,5,250000
44751858,"Emaar Coral Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,233,3,5,280000
44752231,"Emaar Pearl Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,180,2,4,180000
44758866,"Khalid Bin Walid Road, Karachi, Sindh",Flat,For Rent,189,3,3,75000
44767783,"Clifton - Block 4, Clifton, Karachi, Sindh",Flat,For Rent,300,4,5,185000
44768095,"Bath Island, Karachi, Sindh",Flat,For Rent,267,4,5,200000
44773990,"Emaar Pearl Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,272,3,4,180000
44775238,"Emaar Coral Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,243,3,4,170000
44775407,"Emaar Reef Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,292,4,5,350000
44785163,"Emaar Reef Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,182,2,3,175000
44786275,"Creek Vista, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,361,3,4,175000
44790597,"Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,222,2,2,350000
44796421,"DHA Phase 2 Extension, DHA Defence, Karachi, Sindh",Flat,For Rent,100,2,2,35010
44807639,"Civil Lines, Karachi, Sindh",Flat,For Rent,289,4,5,160000
44811808,"Bahria Apartments, Bahria Town Karachi, Karachi, Sindh",Flat,For Rent,250,3,3,48000
44811849,"DHA Phase 6, DHA Defence, Karachi, Sindh",Flat,For Rent,50,-,2,50000
44824291,"Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",Flat,For Rent,289,3,3,90000
44832826,"Civil Lines, Karachi, Sindh",Flat,For Rent,200,3,3,110000
44834439,"DHA Phase 6, DHA Defence, Karachi, Sindh",Flat,For Rent,50,2,2,27000
44835073,"Clifton - Block 2, Clifton, Karachi, Sindh",Flat,For Rent,200,3,3,65000
44835137,"Clifton - Block 2, Clifton, Karachi, Sindh",Flat,For Rent,200,3,3,70000
44836382,"Nazimabad, Karachi, Sindh",Flat,For Rent,167,3,3,45000
44836787,"Clifton - Block 3, Clifton, Karachi, Sindh",Flat,For Rent,183,3,3,80000
20410232,"Navy Housing Scheme Zamzama, Zamzama, Karachi, Sindh",House,For Rent,350,4,4,500000
20483503,"Navy Housing Scheme Karsaz, Karachi, Sindh",House,For Rent,350,5,5,260000
20483534,"Navy Housing Scheme Karsaz, Karachi, Sindh",House,For Rent,350,5,5,254999
28668627,"KN Gohar Green City, Shahra-e-Faisal, Karachi, Sindh",House,For Rent,120,3,3,47000
31239384,"Gohar Green City, Karachi, Sindh",House,For Rent,120,2,2,35000
37196582,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",House,For Rent,375,5,5,150000
37851829,"Navy Housing Scheme Zamzama, Zamzama, Karachi, Sindh",House,For Rent,1600,5,5,1500000
40227374,"Falcon Complex New Malir, Malir, Karachi, Sindh",House,For Rent,500,2,3,160000
40931409,"DHA Phase 5, DHA Defence, Karachi, Sindh",House,For Rent,666,6,7,500000
41887649,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,For Rent,500,5,6,300000
42427496,"Navy Housing Scheme Karsaz, Karachi, Sindh",House,For Rent,350,5,5,250000
42603260,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,For Rent,1000,6,6,900000
42720109,"Clifton - Block 5, Clifton, Karachi, Sindh",House,For Rent,250,4,4,190000
42795894,"DHA Phase 2, DHA Defence, Karachi, Sindh",House,For Rent,1000,4,5,400000
43324159,"DHA Phase 5, DHA Defence, Karachi, Sindh",House,For Rent,1000,5,6,600000
43726886,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",House,For Rent,375,5,6,145000
43726960,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",House,For Rent,375,5,6,145000
43783392,"Navy Housing Scheme Karsaz, Karachi, Sindh",House,For Rent,350,5,5,260000
44013400,"DHA Phase 4, DHA Defence, Karachi, Sindh",House,For Rent,300,4,5,250000
44100519,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,For Rent,1000,6,6,700000
44110886,"DHA Phase 4, DHA Defence, Karachi, Sindh",House,For Rent,300,4,5,200000
44170062,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",House,For Rent,375,5,5,140000
44170065,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",House,For Rent,375,5,5,140000
44170072,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",House,For Rent,375,5,5,145000
44201147,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,For Rent,500,6,6,400000
44214621,"Shahra-e-Faisal, Karachi, Sindh",House,For Rent,240,4,4,300000
44281324,"Falcon Complex New Malir, Malir, Karachi, Sindh",House,For Rent,500,6,7,240000
44371748,"DHA Phase 7 Extension, DHA Defence, Karachi, Sindh",House,For Rent,300,4,5,250000
44376708,"Askari 5 - Sector G, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",House,For Rent,500,5,5,160000
44460563,"DHA Phase 7, DHA Defence, Karachi, Sindh",House,For Rent,300,4,6,240000
44474295,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",House,For Rent,375,5,5,150000
44507680,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,For Rent,1000,7,8,650000
44507924,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,For Rent,300,4,5,225000
44519870,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,For Rent,100,4,4,160000
44540861,"DHA Phase 4, DHA Defence, Karachi, Sindh",House,For Rent,350,5,6,190000
44554058,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,For Rent,649,5,5,625000
44637137,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,For Rent,1000,5,5,450000
44643278,"DHA Phase 5, DHA Defence, Karachi, Sindh",House,For Rent,1000,8,6,375000
44643470,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,For Rent,500,6,6,350000
44643552,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,For Rent,500,6,6,550000
44685780,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,For Rent,500,5,5,370000
44695709,"DHA Phase 4, DHA Defence, Karachi, Sindh",House,For Rent,300,4,4,250000
44695892,"Defence View Phase 1, Defence View Society, Karachi, Sindh",House,For Rent,120,3,3,110000
44703528,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,For Rent,1000,6,6,1000000
44706307,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,For Rent,500,5,6,375000
44718708,"DHA Phase 5, DHA Defence, Karachi, Sindh",House,For Rent,500,4,5,250000
44736760,"DHA Phase 5, DHA Defence, Karachi, Sindh",House,For Rent,560,4,4,200000
44756612,"DHA Phase 5, DHA Defence, Karachi, Sindh",House,For Rent,500,5,6,450000
44768906,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,For Rent,100,3,4,140000
44769427,"Saima Presidency, Malir Cantonment, Cantt, Karachi, Sindh",House,For Rent,267,-,-,65000
44773773,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,For Rent,500,6,6,310000
44781102,"DHA Phase 5, DHA Defence, Karachi, Sindh",House,For Rent,500,4,4,350000
44782842,"Saima Elite Villas, Malir, Karachi, Sindh",House,For Rent,120,3,3,50000
44793709,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,For Rent,1000,7,6,1000000
44797203,"Navy Housing Scheme Karsaz, Karachi, Sindh",House,For Rent,350,5,6,250000
44811807,"Bahria Paradise, Bahria Town Karachi, Karachi, Sindh",House,For Rent,500,5,5,120000
44811809,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",House,For Rent,200,3,3,60000
44828323,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,For Rent,500,6,6,400000
44833529,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,For Rent,500,5,5,500000
44833594,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi, Karachi, Sindh",House,For Rent,125,3,3,30000
44834828,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",House,For Rent,200,3,4,30000
44835064,"Saima Elite Villas, Malir, Karachi, Sindh",House,For Rent,120,3,3,50000
44835241,"DHA Phase 2 Extension, DHA Defence, Karachi, Sindh",House,For Rent,1000,6,6,250000
44835372,"Bahria Town - Precinct 8, Bahria Town Karachi, Karachi, Sindh",House,For Rent,272,5,5,90000
44835386,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",House,For Rent,200,3,3,40000
44835393,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",House,For Rent,200,3,3,39000
44835410,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",House,For Rent,152,3,3,35000
44835555,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",House,For Rent,152,3,3,45000
44835566,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",House,For Rent,152,3,3,40000
42357481,"DHA Phase 8, DHA Defence, Karachi, Sindh",Lower Portion,For Rent,500,3,4,160000
44162851,"DHA Phase 8, DHA Defence, Karachi, Sindh",Lower Portion,For Rent,500,3,4,160000
44695163,"DHA Phase 7, DHA Defence, Karachi, Sindh",Lower Portion,For Rent,300,2,2,110000
44736677,"DHA Phase 8, DHA Defence, Karachi, Sindh",Lower Portion,For Rent,500,3,3,200000
44737927,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",Lower Portion,For Rent,120,2,2,52000
44771130,"DHA Phase 8, DHA Defence, Karachi, Sindh",Lower Portion,For Rent,500,3,4,200000
44787572,"DHA Phase 8, DHA Defence, Karachi, Sindh",Lower Portion,For Rent,500,3,2,160000
44806931,"DHA Phase 8, DHA Defence, Karachi, Sindh",Lower Portion,For Rent,500,3,4,160000
40482491,"DHA Phase 7, DHA Defence, Karachi, Sindh",Upper Portion,For Rent,600,4,4,150000
40574548,"DHA Phase 7, DHA Defence, Karachi, Sindh",Upper Portion,For Rent,500,3,3,130000
40574559,"DHA Phase 7, DHA Defence, Karachi, Sindh",Upper Portion,For Rent,500,3,3,140000
42764667,"DHA Phase 6, DHA Defence, Karachi, Sindh",Upper Portion,For Rent,666,4,5,140000
43248540,"DHA Phase 7, DHA Defence, Karachi, Sindh",Upper Portion,For Rent,500,3,3,140000
43697809,"Clifton - Block 4, Clifton, Karachi, Sindh",Upper Portion,For Rent,200,3,3,140000
43702472,"DHA Phase 8, DHA Defence, Karachi, Sindh",Upper Portion,For Rent,500,3,4,160000
43775834,"DHA Phase 6, DHA Defence, Karachi, Sindh",Upper Portion,For Rent,500,3,4,135000
44481324,"DHA Phase 6, DHA Defence, Karachi, Sindh",Upper Portion,For Rent,1500,3,5,180000
44532100,"DHA Phase 2, DHA Defence, Karachi, Sindh",Upper Portion,For Rent,1000,3,3,275000
44588188,"DHA Phase 6, DHA Defence, Karachi, Sindh",Upper Portion,For Rent,500,3,3,130000
44636157,"DHA Phase 8, DHA Defence, Karachi, Sindh",Upper Portion,For Rent,1000,3,6,200000
44695059,"DHA Phase 7, DHA Defence, Karachi, Sindh",Upper Portion,For Rent,300,3,3,130000
44695503,"DHA Phase 7, DHA Defence, Karachi, Sindh",Upper Portion,For Rent,500,4,4,150000
44696103,"DHA Phase 1, DHA Defence, Karachi, Sindh",Upper Portion,For Rent,500,3,3,130000
44736895,"DHA Phase 2, DHA Defence, Karachi, Sindh",Upper Portion,For Rent,250,1,2,75000
44833397,"Navy Housing Scheme Zamzama, Zamzama, Karachi, Sindh",Upper Portion,For Rent,500,3,4,265000
44835906,"DHA Phase 8, DHA Defence, Karachi, Sindh",Upper Portion,For Rent,500,3,4,170000
34013868,"Old Clifton, Karachi, Sindh",Flat,For Rent,311,3,5,270000
40827685,"North Nazimabad - Block J, North Nazimabad, Karachi, Sindh",Flat,For Rent,89,2,2,30000
44407085,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",Flat,For Rent,244,4,4,62000
44624892,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",Flat,For Rent,167,3,3,48000
44824291,"Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",Flat,For Rent,289,3,3,90000
43637681,"DHA Phase 7, DHA Defence, Karachi, Sindh",House,For Rent,500,6,6,400000
44407607,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,For Rent,250,4,4,210000
44482965,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,For Rent,500,4,5,365000
44559917,"North Nazimabad - Block N, North Nazimabad, Karachi, Sindh",House,For Rent,450,5,6,200000
44672045,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",House,For Rent,200,3,3,190000
44678110,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,For Rent,500,6,6,425000
44721215,"DHA Phase 2 Extension, DHA Defence, Karachi, Sindh",House,For Rent,630,6,6,250000
44729265,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,For Rent,120,4,5,175000
39533367,"Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,328,4,6,338000
40905247,"Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,272,2,4,190000
43479993,"Shaheed Millat Road, Karachi, Sindh",Flat,For Rent,267,4,4,185000
43650575,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",Flat,For Rent,189,3,3,55000
43659887,"Clifton, Karachi, Sindh",Flat,For Rent,222,3,4,150000
44407629,"Clifton, Karachi, Sindh",Flat,For Rent,244,3,4,170000
44462462,"Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,For Rent,183,2,3,210000
44602120,"Rahat Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",Flat,For Rent,194,3,3,80000
